# Constructed from biom file
#OTU ID	MCT.f.0556	MCT.f.0305	MCT.f.0336	MCT.f.0557	MCT.f.0558	MCT.f.0319	MCT.f.0318	MCT.f.0624	MCT.f.0524	MCT.f.0051	MCT.f.0403	MCT.f.0374	MCT.f.0252	MCT.f.0134	MCT.f.0611	MCT.f.0405	MCT.f.0543	MCT.f.0439	MCT.f.0067	MCT.f.0627	MCT.f.0013	MCT.f.0457	MCT.f.0357	MCT.f.0441	MCT.f.0153	MCT.f.0608	MCT.f.0578	MCT.f.0306	MCT.f.0492	MCT.f.0255	MCT.f.0250	MCT.f.0438	MCT.f.0574	MCT.f.0573	MCT.f.0335	MCT.f.0066	MCT.f.0607	MCT.f.0590	MCT.f.0422	MCT.f.0541	MCT.f.0424	MCT.f.0081	MCT.f.0442	MCT.f.0048	MCT.f.0473	MCT.f.0218	MCT.f.0356	MCT.f.0539	MCT.f.0220	MCT.f.0456	MCT.f.0355	MCT.f.0169	MCT.f.0083	MCT.f.0525	MCT.f.0216	MCT.f.0303	MCT.f.0235	MCT.f.0117	MCT.f.0115	MCT.f.0458	MCT.f.0560	MCT.f.0421	MCT.f.0119	MCT.f.0388	MCT.f.0135	MCT.f.0166	MCT.f.0423	MCT.f.0440	MCT.f.0271	MCT.f.0219	MCT.f.0098	MCT.f.0068	MCT.f.0269	MCT.f.0593	MCT.f.0609	MCT.f.0390	MCT.f.0459	MCT.f.0233	MCT.f.0575	MCT.f.0065	MCT.f.0304	MCT.f.0354	MCT.f.0012	MCT.f.0152	MCT.f.0489	MCT.f.0302	MCT.f.0522	MCT.f.0352	MCT.f.0016	MCT.f.0063	MCT.f.0476	MCT.f.0133	MCT.f.0406	MCT.f.0595	MCT.f.0301	MCT.f.0369	MCT.f.0267	MCT.f.0080	MCT.f.0540	MCT.f.0149	MCT.f.0437	MCT.f.0559	MCT.f.0148	MCT.f.0628	MCT.f.0014	MCT.f.0114	MCT.f.0408	MCT.f.0592	MCT.f.0254	MCT.f.0322	MCT.f.0321	MCT.f.0337	MCT.f.0472	MCT.f.0118	MCT.f.0391	MCT.f.0323	MCT.f.0610	MCT.f.0338	MCT.f.0544	MCT.f.0455	MCT.f.0340	MCT.f.0049	MCT.f.0387	MCT.f.0425
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Kocuria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Micrococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Micrococcaceae;g__Rothia	2.0	0.0	5.0	7.0	1.0	1.0	2.0	3.0	0.0	0.0	4.0	8.0	27.0	3.0	16.0	6.0	2.0	2.0	17.0	0.0	3.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	16.0	2.0	38.0	4.0	0.0	0.0	3.0	19.0	3.0	22.0	0.0	0.0	5.0	0.0	2.0	0.0	0.0	1.0	2.0	4.0	0.0	0.0	2.0	22.0	0.0	0.0	1.0	1.0	1.0	18.0	4.0	0.0	2.0	0.0	4.0	3.0	0.0	13.0	0.0	0.0	30.0	1.0	0.0	5.0	2.0	26.0	7.0	6.0	4.0	5.0	0.0	6.0	2.0	1.0	3.0	1.0	3.0	0.0	1.0	6.0	17.0	33.0	0.0	0.0	2.0	31.0	0.0	0.0	10.0	2.0	2.0	0.0	7.0	0.0	1.0	1.0	2.0	3.0	4.0	60.0	2.0	0.0	0.0	3.0	0.0	20.0	1.0	0.0	6.0	2.0	1.0	0.0	0.0	1.0	0.0	3.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium	10.0	2.0	0.0	2.0	10.0	11.0	23.0	6.0	3.0	5.0	9.0	4.0	21.0	7.0	5.0	27.0	12.0	14.0	17.0	28.0	8.0	7.0	6.0	6.0	1.0	6.0	32.0	9.0	15.0	1.0	8.0	19.0	2.0	3.0	16.0	6.0	7.0	5.0	9.0	14.0	35.0	5.0	8.0	8.0	12.0	9.0	9.0	13.0	11.0	4.0	0.0	72.0	1.0	2.0	11.0	31.0	1.0	11.0	6.0	8.0	2.0	26.0	6.0	34.0	13.0	8.0	0.0	12.0	6.0	90.0	4.0	1.0	6.0	12.0	3.0	22.0	30.0	15.0	68.0	10.0	6.0	5.0	4.0	0.0	6.0	19.0	3.0	4.0	15.0	4.0	29.0	5.0	12.0	8.0	18.0	18.0	27.0	7.0	5.0	6.0	6.0	11.0	0.0	6.0	0.0	0.0	4.0	15.0	13.0	4.0	6.0	6.0	45.0	14.0	5.0	5.0	2.0	11.0	5.0	1.0	11.0	5.0	12.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Propionibacterium	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Pseudopropionibacterium	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;Other;Other;Other	2.0	0.0	1.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	2.0	7.0	1.0	0.0	3.0	11.0	1.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0	10.0	1.0	3.0	1.0	1.0	0.0	1.0	2.0	0.0	4.0	4.0	1.0	4.0	1.0	1.0	1.0	0.0	2.0	2.0	1.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	2.0	3.0	10.0	0.0	1.0	0.0	3.0	1.0	1.0	0.0	1.0	7.0	1.0	15.0	0.0	7.0	0.0	3.0	1.0	3.0	0.0	2.0	2.0	1.0	5.0	0.0	0.0	0.0	1.0	38.0	1.0	0.0	0.0	7.0	1.0	2.0	0.0	0.0	10.0	0.0	0.0	5.0	0.0	1.0	1.0	3.0	1.0	2.0	0.0	1.0	0.0	1.0	9.0	0.0	5.0	2.0	5.0	2.0	6.0	0.0	8.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Olsenella	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;Other	2.0	0.0	2.0	1.0	0.0	2.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	4.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	5.0	0.0	1.0	0.0	2.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	10.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	3.0	1.0	2.0	2.0	0.0	0.0	1.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella	71.0	0.0	8.0	73.0	18.0	17.0	6.0	2.0	1.0	0.0	3.0	0.0	163.0	10.0	26.0	7.0	1.0	3.0	12.0	13.0	0.0	4.0	3.0	1.0	3.0	2.0	0.0	0.0	33.0	53.0	180.0	3.0	0.0	0.0	7.0	5.0	1.0	4.0	7.0	3.0	16.0	1.0	2.0	0.0	175.0	906.0	0.0	15.0	510.0	9.0	2.0	1.0	0.0	0.0	437.0	0.0	10.0	9.0	2.0	7.0	53.0	10.0	10.0	1.0	4.0	1.0	11.0	3.0	19.0	235.0	0.0	0.0	2.0	4.0	3.0	3.0	20.0	4.0	0.0	7.0	0.0	5.0	1.0	2.0	103.0	0.0	0.0	2.0	4.0	13.0	610.0	0.0	2.0	25.0	0.0	2.0	12.0	0.0	8.0	0.0	5.0	28.0	3.0	4.0	11.0	1.0	2.0	10.0	45.0	10.0	5.0	3.0	481.0	6.0	0.0	16.0	9.0	3.0	2.0	6.0	3.0	0.0	0.0	4.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Coriobacterium	0.0	0.0	0.0	3.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Enorma	1.0	0.0	0.0	0.0	0.0	6.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	2.0	4.0	2.0	0.0	2.0	1.0	3.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	3.0	0.0	1.0	0.0	0.0	3.0	0.0	0.0	2.0	3.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	1.0	1.0	0.0	0.0	0.0	2.0	2.0	1.0	2.0	1.0	0.0	0.0	0.0	1.0	2.0	20.0	0.0	0.0	0.0	8.0	3.0	2.0	1.0	3.0	6.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	6.0	3.0	0.0	2.0	2.0	0.0	1.0	0.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	3.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Senegalimassilia	2.0	0.0	54.0	1.0	0.0	13.0	4.0	3.0	0.0	1.0	0.0	2.0	0.0	4.0	11.0	0.0	1.0	5.0	7.0	4.0	1.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	14.0	1.0	0.0	5.0	3.0	0.0	80.0	5.0	0.0	46.0	14.0	3.0	46.0	0.0	0.0	0.0	1.0	1.0	0.0	8.0	0.0	4.0	1.0	41.0	0.0	1.0	1.0	0.0	6.0	10.0	1.0	6.0	1.0	46.0	2.0	1.0	0.0	23.0	71.0	2.0	24.0	0.0	0.0	2.0	4.0	126.0	1.0	0.0	6.0	11.0	0.0	4.0	1.0	0.0	0.0	1.0	34.0	0.0	0.0	0.0	1.0	8.0	5.0	2.0	0.0	128.0	0.0	0.0	10.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	5.0	1.0	0.0	303.0	1.0	9.0	1.0	47.0	2.0	8.0	0.0	9.0	2.0	19.0	1.0	9.0	16.0	0.0	0.0	8.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;Other	35.0	3.0	11.0	22.0	0.0	8.0	9.0	0.0	0.0	2.0	0.0	6.0	5.0	5.0	7.0	1.0	11.0	39.0	80.0	18.0	8.0	3.0	11.0	3.0	12.0	3.0	2.0	0.0	52.0	3.0	9.0	20.0	6.0	5.0	28.0	23.0	1.0	6.0	3.0	7.0	6.0	3.0	8.0	7.0	1.0	18.0	4.0	58.0	23.0	15.0	10.0	8.0	6.0	1.0	8.0	6.0	7.0	9.0	3.0	7.0	11.0	4.0	5.0	4.0	0.0	1.0	7.0	23.0	66.0	5.0	12.0	11.0	2.0	13.0	1.0	3.0	33.0	6.0	8.0	23.0	0.0	2.0	3.0	4.0	70.0	7.0	1.0	12.0	29.0	35.0	11.0	4.0	1.0	15.0	2.0	2.0	23.0	17.0	31.0	7.0	29.0	24.0	6.0	0.0	6.0	0.0	1.0	22.0	0.0	7.0	12.0	10.0	9.0	2.0	0.0	2.0	1.0	4.0	1.0	8.0	3.0	2.0	1.0	1.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Adlercreutzia	162.0	0.0	110.0	183.0	48.0	172.0	99.0	0.0	74.0	41.0	0.0	54.0	114.0	93.0	1.0	0.0	115.0	205.0	715.0	106.0	43.0	41.0	86.0	31.0	128.0	3.0	221.0	1.0	954.0	32.0	173.0	112.0	208.0	144.0	149.0	170.0	1.0	11.0	0.0	36.0	1.0	1.0	48.0	171.0	61.0	181.0	78.0	730.0	124.0	88.0	65.0	18.0	2.0	149.0	66.0	4.0	92.0	106.0	55.0	78.0	122.0	0.0	38.0	79.0	5.0	11.0	0.0	126.0	769.0	44.0	2.0	120.0	32.0	14.0	1.0	88.0	289.0	176.0	166.0	297.0	0.0	44.0	27.0	36.0	475.0	1.0	227.0	44.0	110.0	172.0	204.0	10.0	0.0	45.0	3.0	63.0	212.0	5.0	345.0	52.0	178.0	173.0	30.0	0.0	36.0	13.0	0.0	39.0	20.0	166.0	51.0	98.0	278.0	69.0	18.0	63.0	1.0	80.0	14.0	67.0	41.0	46.0	119.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Eggerthella	80.0	1088.0	15.0	75.0	22.0	234.0	259.0	86.0	65.0	85.0	72.0	14.0	168.0	68.0	248.0	253.0	52.0	27.0	1163.0	533.0	38.0	22.0	58.0	5.0	11.0	39.0	106.0	367.0	253.0	27.0	132.0	35.0	260.0	117.0	30.0	326.0	30.0	9.0	19.0	9.0	33.0	337.0	11.0	155.0	84.0	82.0	21.0	150.0	131.0	133.0	9.0	2.0	411.0	87.0	123.0	1167.0	1.0	59.0	37.0	109.0	59.0	31.0	51.0	14.0	17.0	0.0	43.0	17.0	469.0	56.0	44.0	127.0	105.0	21.0	18.0	42.0	293.0	5.0	200.0	342.0	361.0	17.0	19.0	38.0	289.0	1106.0	131.0	35.0	107.0	560.0	343.0	17.0	97.0	76.0	867.0	13.0	365.0	1067.0	95.0	66.0	47.0	98.0	22.0	63.0	22.0	4.0	23.0	70.0	37.0	349.0	182.0	11.0	327.0	36.0	5.0	597.0	45.0	11.0	11.0	80.0	7.0	67.0	15.0	2.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Enterorhabdus	3.0	0.0	4.0	3.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	7.0	15.0	4.0	0.0	2.0	2.0	0.0	5.0	0.0	4.0	0.0	13.0	2.0	5.0	2.0	0.0	4.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	3.0	1.0	2.0	2.0	1.0	3.0	0.0	0.0	2.0	1.0	0.0	0.0	5.0	3.0	2.0	2.0	0.0	2.0	0.0	0.0	0.0	0.0	5.0	7.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	5.0	7.0	3.0	5.0	0.0	1.0	0.0	0.0	4.0	0.0	6.0	2.0	3.0	3.0	2.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	1.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	3.0	3.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Gordonibacter	82.0	7.0	7.0	76.0	26.0	26.0	44.0	2.0	1.0	23.0	47.0	51.0	174.0	12.0	32.0	183.0	81.0	57.0	120.0	38.0	42.0	11.0	5.0	5.0	4.0	6.0	71.0	3.0	69.0	78.0	150.0	54.0	96.0	79.0	12.0	54.0	5.0	9.0	5.0	31.0	5.0	143.0	15.0	79.0	49.0	39.0	1.0	107.0	39.0	15.0	3.0	44.0	146.0	7.0	103.0	8.0	4.0	62.0	28.0	17.0	34.0	8.0	24.0	22.0	1.0	23.0	8.0	38.0	13.0	15.0	115.0	32.0	4.0	25.0	1.0	47.0	64.0	7.0	124.0	42.0	5.0	2.0	21.0	19.0	123.0	5.0	13.0	6.0	112.0	23.0	277.0	0.0	85.0	68.0	6.0	30.0	3.0	260.0	108.0	28.0	171.0	65.0	19.0	5.0	40.0	6.0	28.0	30.0	29.0	46.0	31.0	9.0	260.0	34.0	12.0	64.0	7.0	5.0	11.0	14.0	3.0	23.0	23.0	0.0
k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Eggerthellales;f__Eggerthellaceae;g__Slackia	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	2.0	21.0	7.0	1.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	0.0	31.0	1.0	1.0	0.0	0.0	0.0	0.0	9.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	1.0	2.0	0.0	2.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
k__Bacteria;p__Bacteroidetes;Other;Other;Other;Other	100.0	409.0	19.0	101.0	40.0	116.0	73.0	86.0	155.0	87.0	348.0	84.0	127.0	208.0	114.0	590.0	82.0	32.0	78.0	94.0	135.0	179.0	291.0	59.0	11.0	89.0	31.0	117.0	80.0	74.0	168.0	119.0	18.0	15.0	112.0	130.0	37.0	90.0	41.0	48.0	201.0	127.0	82.0	196.0	451.0	83.0	78.0	28.0	95.0	160.0	73.0	55.0	92.0	129.0	69.0	313.0	102.0	258.0	470.0	118.0	71.0	216.0	475.0	111.0	66.0	46.0	130.0	48.0	108.0	71.0	57.0	36.0	18.0	48.0	30.0	126.0	127.0	31.0	18.0	76.0	147.0	130.0	56.0	42.0	0.0	636.0	28.0	139.0	135.0	106.0	702.0	71.0	139.0	35.0	74.0	30.0	55.0	133.0	65.0	47.0	26.0	43.0	49.0	50.0	63.0	62.0	1040.0	85.0	43.0	80.0	52.0	30.0	1206.0	430.0	25.0	75.0	10.0	34.0	27.0	67.0	19.0	26.0	36.0	30.0
